id,company_name,industry,current_asset,fixed_asset,current_liability,fixed_liability,net_asset,total_asset,total_liability,edinet_code,security_code,fiscal_period_end_date
500,高砂香料工業,化学,94314000000,91899000000,52945000000,35872000000,97396000000,186213000000,186213000000,E00993,49140,2019/03/31
501,北興化学工業,化学,28368000000,15030000000,13682000000,3360000000,26356000000,43398000000,43398000000,E01001,49920,2019/11/30
502,サンケイ化学,化学,5224079000,1826112000,2480087000,1976955000,2593149000,7050191000,7050191000,E01009,49950,2019/11/30
503,ヤスハラケミカル,化学,,,,,,0,0,E01033,49570,2019/03/31
504,コーセー,化学,205241000000,94921000000,66107000000,9213000000,224842000000,300162000000,300162000000,E01049,49220,2019/03/31
505,ソフト９９コーポレーション,化学,24777993000,29089029000,3250021000,3610229000,47006772000,53867022000,53867022000,E01057,44640,2019/03/31
506,ＪＣＵ,化学,24103209000,8071072000,4934290000,2756855000,24483136000,32174281000,32174281000,E01065,49750,2019/03/31
507,日東化工,ゴム製品,,,,,,0,0,E01089,51040,2019/03/31
508,住友理工,ゴム製品,,,,,,0,0,E01097,51910,2019/03/31
509,フコク,ゴム製品,38251000000,29333000000,26780000000,8767000000,32037000000,67584000000,67584000000,E01113,51850,2019/03/31
510,日本板硝子,ガラス・土石製品,,,,,,0,0,E01121,52020,2019/03/31
511,日本碍子,ガラス・土石製品,443370000000,420265000000,147786000000,226604000000,489245000000,863635000000,863635000000,E01137,53330,2019/03/31
512,イソライト工業,ガラス・土石製品,12090000000,7052000000,4120000000,2205000000,12817000000,19142000000,19142000000,E01145,53580,2019/03/31
513,ピーエス三菱,建設業,69796000000,20400000000,44143000000,10611000000,35442000000,90196000000,90196000000,E01161,18710,2019/03/31
514,三谷セキサン,ガラス・土石製品,51332000000,35241000000,20374000000,7259000000,58940000000,86573000000,86573000000,E01169,52730,2019/03/31
515,ジャニス工業,ガラス・土石製品,2598390000,2744301000,1712516000,1053300000,2576875000,5342691000,5342691000,E01177,53420,2019/03/31
516,テクノクオーツ,ガラス・土石製品,7075412000,4953883000,2221907000,909990000,8897398000,12029295000,12029295000,E01217,52170,2019/03/31
517,日本製鉄,鉄鋼,,,,,,0,0,E01225,54010,2019/03/31
518,三菱製鋼,鉄鋼,88396000000,64930000000,46136000000,39837000000,67353000000,153326000000,153326000000,E01233,56320,2019/03/31
519,朝日工業,鉄鋼,18280000000,13047000000,18599000000,5837000000,6891000000,31327000000,31327000000,E01265,54560,2019/03/31
520,シンニッタン,鉄鋼,20434683000,18541289000,6713680000,1361674000,30900618000,38975972000,38975972000,E01289,63190,2019/03/31
521,アイ・テック,卸売業,48771673000,23986878000,34325674000,6395375000,32037502000,72758551000,72758551000,E01297,99640,2019/03/31
522,日本伸銅,非鉄金属,,,,,,0,0,E01305,57530,2019/03/31
523,ＣＫサンエツ,非鉄金属,40054000000,17341000000,18195000000,2147000000,37053000000,57395000000,57395000000,E01321,57570,2019/03/31
524,エルアイイーエイチ,非鉄金属,4804315000,2163065000,2213931000,654055000,4099394000,6967380000,6967380000,E01329,58560,2019/03/31
525,東京特殊電線,非鉄金属,13292000000,8691000000,4659000000,4044000000,13280000000,21983000000,21983000000,E01337,58070,2019/03/31
526,東洋製罐グループホールディングス,金属製品,528914000000,539866000000,264746000000,154222000000,649812000000,1068780000000,1068780000000,E01353,59010,2019/03/31
527,ヤマシナ,金属製品,6151317000,8713843000,2360531000,1746919000,10757710000,14865160000,14865160000,E01369,59550,2019/03/31
528,オーエスジー,機械,96104000000,94309000000,23578000000,26177000000,140658000000,190413000000,190413000000,E01377,61360,2019/11/30
529,三和ホールディングス,金属製品,204789000000,133642000000,118868000000,57959000000,161604000000,338431000000,338431000000,E01385,59290,2019/03/31
530,アドバネクス,金属製品,11951879000,10753729000,9962662000,6663312000,6079634000,22705608000,22705608000,E01393,59980,2019/03/31
531,東邦金属,非鉄金属,,,,,,0,0,E01401,57810,2019/03/31
532,三洋工業,金属製品,15958000000,8946000000,9840000000,371000000,14693000000,24904000000,24904000000,E01409,59580,2019/03/31
533,リンナイ,金属製品,280891000000,149993000000,88350000000,21838000000,320696000000,430884000000,430884000000,E01417,59470,2019/03/31
534,大谷工業,金属製品,,,,,,0,0,E01425,59390,2019/03/31
535,元旦ビューティ工業,金属製品,,,,,,0,0,E01433,59350,2019/03/31
536,トーアミ,金属製品,9406855000,5825326000,3985797000,724374000,10522010000,15232181000,15232181000,E01441,59730,2019/03/31
537,ミヤコ,金属製品,,,,,,0,0,E01457,34240,2019/03/31
538,マルマエ,機械,,,,,,0,0,E01465,62640,2019/08/31
539,オークマ,機械,166720000000,70999000000,61545000000,7594000000,168580000000,237719000000,237719000000,E01481,61030,2019/03/31
540,エンシュウ,機械,21104000000,13891000000,15398000000,10991000000,8606000000,34995000000,34995000000,E01521,62180,2019/03/31
541,加地テック,機械,,,,,,0,0,E01529,63910,2019/03/31
542,月島機械,機械,80671000000,51319000000,42860000000,20704000000,68426000000,131990000000,131990000000,E01537,63320,2019/03/31
543,アイダエンジニアリング,機械,76396000000,35167000000,28428000000,5929000000,77206000000,111563000000,111563000000,E01545,61180,2019/03/31
544,千代田化工建設,建設業,326929000000,25411000000,392505000000,18989000000,-59154000000,352340000000,352340000000,E01569,63660,2019/03/31
545,レイズネクスト,建設業,63007979000,17147801000,29845851000,2321488000,47988441000,80155780000,80155780000,E01577,63790,2019/03/31
546,日立建機,機械,,,,,,0,0,E01585,63050,2019/03/31
547,アイシン精機,輸送用機器,,,,,,0,0,E01593,72590,2019/03/31
548,ＮＴＮ,機械,455279000000,385471000000,289697000000,304648000000,246405000000,840750000000,840750000000,E01601,64720,2019/03/31
549,岡野バルブ製造,機械,8210807000,4633956000,1265630000,3087600000,8491533000,12844763000,12844763000,E01609,64920,2019/11/30
550,タカキタ,機械,,,,,,0,0,E01617,63250,2019/03/31
551,ニッセイ,機械,19665000000,25919000000,2557000000,172000000,42855000000,45584000000,45584000000,E01641,62710,2019/03/31
552,中北製作所,機械,,,,,,0,0,E01649,64960,2019/05/31
553,アイチコーポレーション,機械,54873600000,29688576000,14872702000,4434596000,65254878000,84562176000,84562176000,E01657,63450,2019/03/31
554,ＳＭＣ,機械,967924000000,421384000000,117670000000,28385000000,1243253000000,1389308000000,1389308000000,E01673,62730,2019/03/31
555,川重冷熱工業,機械,,,,,,0,0,E01681,64140,2019/03/31
556,巴工業,機械,30260304000,8810642000,9564068000,645384000,28861494000,39070946000,39070946000,E01705,63090,2019/10/31
557,北川精機,機械,4770255000,2308904000,3669339000,1291557000,2118263000,7079159000,7079159000,E01713,63270,2019/06/30
558,兼松エンジニアリング,機械,,,,,,0,0,E01721,64020,2019/03/31
559,日進工具,機械,9932041000,5449366000,1643841000,275688000,13461878000,15381407000,15381407000,E01729,61570,2019/03/31
560,日立製作所,電気機器,,,,,,0,0,E01737,65010,2019/03/31
561,三櫻工業,輸送用機器,59352000000,42800000000,52935000000,14571000000,34646000000,102152000000,102152000000,E01753,65840,2019/03/31
562,帝国電機製作所,機械,22391344000,11919062000,8595814000,900003000,24814589000,34310406000,34310406000,E01761,63330,2019/03/31
563,日本信号,電気機器,90533000000,47109000000,45070000000,10438000000,82134000000,137642000000,137642000000,E01769,67410,2019/03/31
564,ソニー,電気機器,,,,,,0,0,E01777,67580,2019/03/31
565,アルプスアルパイン,電気機器,402905000000,272811000000,188029000000,92326000000,395361000000,675716000000,675716000000,E01793,67700,2019/03/31
566,北陸電気工業,電気機器,27000000000,13490000000,16256000000,11593000000,12641000000,40490000000,40490000000,E01817,69890,2019/03/31
567,双葉電子工業,電気機器,84664000000,35187000000,11433000000,2329000000,106089000000,119851000000,119851000000,E01841,69860,2019/03/31
568,アイホン,電気機器,38375000000,19121000000,7753000000,2428000000,47315000000,57496000000,57496000000,E01849,67180,2019/03/31
569,原田工業,電気機器,26924628000,8311788000,19926786000,1506361000,13803269000,35236416000,35236416000,E01857,69040,2019/03/31
570,本多通信工業,電気機器,12105000000,3828000000,3071000000,820000000,12042000000,15933000000,15933000000,E01865,68260,2019/03/31
571,セイコーエプソン,電気機器,,,,,,0,0,E01873,67240,2019/03/31
572,電気興業,電気機器,44762000000,17675000000,12367000000,4107000000,45963000000,62437000000,62437000000,E01897,67060,2019/03/31
573,日本電子,電気機器,93245000000,29384000000,60078000000,20994000000,41557000000,122629000000,122629000000,E01905,69510,2019/03/31
574,サンデンホールディングス,機械,138412000000,107988000000,156710000000,66151000000,23539000000,246400000000,246400000000,E01913,64440,2019/03/31
575,ウシオ電機,電気機器,200119000000,106509000000,69572000000,23800000000,213256000000,306628000000,306628000000,E01929,69250,2019/03/31
576,ローム,電気機器,511002000000,363425000000,76174000000,31499000000,766754000000,874427000000,874427000000,E01953,69630,2019/03/31
577,富士通フロンテック,電気機器,53211000000,20483000000,22655000000,3397000000,47642000000,73694000000,73694000000,E01969,69450,2019/03/31
578,ミナトホールディングス,電気機器,8115000000,1698467000,5593008000,1662450000,2558009000,9813467000,9813467000,E01977,68620,2019/03/31
579,アバールデータ,電気機器,,,,,,0,0,E01993,69180,2019/03/31
580,イリソ電子工業,電気機器,35103000000,26368000000,9442000000,699000000,51330000000,61471000000,61471000000,E02009,69080,2019/03/31
581,ツインバード工業,電気機器,7435909000,5085410000,3344367000,2672363000,6504589000,12521319000,12521319000,E02017,68970,2019/02/28
582,高見沢サイバネティックス,機械,10590209000,5292802000,9887031000,3760590000,2235390000,15883011000,15883011000,E02025,64240,2019/03/31
583,テセック,機械,7398000000,3761000000,934000000,3000000,10222000000,11159000000,11159000000,E02049,63370,2019/03/31
584,ＲＶＨ,電気機器,28234000000,50276000000,53808000000,16007000000,8695000000,78510000000,78510000000,E02057,67860,2019/03/31
585,ＯＳＧコーポレーション,電気機器,2952864000,1853879000,1987041000,727356000,2092346000,4806743000,4806743000,E02065,67570,2019/01/31
586,ダイコク電機,機械,26397656000,17331812000,12339962000,1491424000,29898082000,43729468000,43729468000,E02073,64300,2019/03/31
587,ジーエス・ユアサ　コーポレーション,電気機器,175990000000,208174000000,96739000000,79796000000,207629000000,384164000000,384164000000,E02089,66740,2019/03/31
588,レシップホールディングス,輸送用機器,13111446000,3334543000,11785634000,1232501000,3427854000,16445989000,16445989000,E02105,72130,2019/03/31
589,山王,金属製品,6243572000,3063643000,2481410000,2546526000,4279279000,9307215000,9307215000,E02121,34410,2019/07/31
590,名村造船所,輸送用機器,120958000000,53859000000,77704000000,22148000000,74965000000,174817000000,174817000000,E02129,70140,2019/03/31
591,曙ブレーキ工業,輸送用機器,70792000000,97791000000,110071000000,50631000000,7881000000,168583000000,168583000000,E02161,72380,2019/03/31
592,メタルアート,鉄鋼,16534405000,13405112000,14414795000,779139000,14745583000,29939517000,29939517000,E02185,56440,2019/03/31
593,ＴＢＫ,輸送用機器,23125000000,32215000000,17410000000,6982000000,30948000000,55340000000,55340000000,E02201,72770,2019/03/31
594,村上開明堂,輸送用機器,44745000000,33552000000,13257000000,3870000000,61170000000,78297000000,78297000000,E02217,72920,2019/03/31
595,フジオーゼックス,輸送用機器,14765821000,20211367000,7827440000,1405158000,25744590000,34977188000,34977188000,E02225,72990,2019/03/31
596,アスカ,輸送用機器,11169479000,21873152000,13868820000,11764606000,7409205000,33042631000,33042631000,E02233,72270,2019/11/30
597,田中精密工業,輸送用機器,15715664000,23715236000,14632797000,1720924000,23077179000,39430900000,39430900000,E02241,72180,2019/03/31
598,島津製作所,精密機器,290906000000,146284000000,133278000000,15971000000,287941000000,437190000000,437190000000,E02265,77010,2019/03/31
599,シチズン時計,精密機器,258985000000,154926000000,81741000000,64622000000,267548000000,413911000000,413911000000,E02281,77620,2019/03/31
600,東京精密,精密機器,110094000000,47478000000,40948000000,9220000000,107404000000,157572000000,157572000000,E02289,77290,2019/03/31
601,ＭＵＴＯＨホールディングス,電気機器,16275000000,12632000000,4379000000,2255000000,22273000000,28907000000,28907000000,E02305,79990,2019/03/31
602,長野計器,精密機器,26783058000,19458344000,16497502000,5715204000,24028696000,46241402000,46241402000,E02329,77150,2019/03/31
603,クボテック,精密機器,3342060000,258383000,1307102000,966314000,1327027000,3600443000,3600443000,E02337,77090,2019/03/31
604,テクノメディカ,電気機器,,,,,,0,0,E02345,66780,2019/03/31
605,ホロン,精密機器,,,,,,0,0,E02353,77480,2019/03/31
606,オカムラ,その他製品,114419000000,114857000000,66951000000,31920000000,130405000000,229276000000,229276000000,E02369,79940,2019/03/31
607,マミヤ・オーピー,機械,13057536000,12518899000,6601695000,5216264000,13758476000,25576435000,25576435000,E02377,79910,2019/03/31
608,ネポン,金属製品,4927997000,1987459000,2786130000,1934348000,2194978000,6915456000,6915456000,E02385,79850,2019/03/31
609,オリバー,その他製品,28392679000,13106906000,8069812000,2740607000,30689166000,41499585000,41499585000,E02401,79590,2019/10/20
610,エムケー精工,金属製品,13395425000,11584508000,9139457000,4542866000,11297610000,24979933000,24979933000,E02409,59060,2019/03/20
611,カプコン,情報・通信業,90817000000,32590000000,23212000000,11445000000,88750000000,123407000000,123407000000,E02417,96970,2019/03/31
612,きもと,化学,17864000000,6908000000,3559000000,2192000000,19021000000,24772000000,24772000000,E02425,79080,2019/03/31
613,永大化工,化学,5650231000,3320503000,1833609000,516883000,6620242000,8970734000,8970734000,E02441,78770,2019/03/31
614,日本フォームサービス,その他製品,973962000,2657717000,1629608000,112635000,1889436000,3631679000,3631679000,E02449,78690,2019/09/30
615,バンダイナムコホールディングス,その他製品,397951000000,215003000000,163893000000,19417000000,429644000000,612954000000,612954000000,E02481,78320,2019/03/31
616,日本一ソフトウェア,情報・通信業,3091279000,1858014000,1000333000,597232000,3351728000,4949293000,4949293000,E02489,38510,2019/03/31
617,伊藤忠商事,卸売業,,,,,,0,0,E02497,80010,2019/03/31
618,豊田通商,卸売業,,,,,,0,0,E02505,80150,2019/03/31
619,三井物産,卸売業,,,,,,0,0,E02513,80310,2019/03/31
620,オンワードホールディングス,繊維製品,117297000000,170256000000,105405000000,19938000000,162210000000,287553000000,287553000000,E02521,80160,2019/02/28
621,三菱商事,卸売業,,,,,,0,0,E02529,80580,2019/03/31
622,岡谷鋼機,卸売業,329989000000,189636000000,253180000000,51891000000,214554000000,519625000000,519625000000,E02553,74850,2019/02/28
623,カノークス,卸売業,51385031000,10121345000,32946532000,6114171000,22445673000,61506376000,61506376000,E02561,80760,2019/03/31
624,弘電社,建設業,23567000000,6240000000,12822000000,461000000,16524000000,29807000000,29807000000,E02569,19480,2019/03/31
625,イワキ,卸売業,30376558000,14338996000,20841992000,3441743000,20431819000,44715554000,44715554000,E02585,80950,2019/11/30
626,日立ハイテク,卸売業,,,,,,0,0,E02617,80360,2019/03/31
627,トーホー,卸売業,39870000000,49387000000,40587000000,24198000000,24472000000,89257000000,89257000000,E02665,81420,2019/01/31
628,ソマール,卸売業,14770762000,5778241000,7913028000,138796000,12497179000,20549003000,20549003000,E02673,81520,2019/03/31
629,正栄食品工業,卸売業,49202878000,26423126000,25812715000,9881456000,39931833000,75626004000,75626004000,E02681,80790,2019/10/31
630,英和,卸売業,21338052000,3273353000,13541723000,1194553000,9875129000,24611405000,24611405000,E02713,98570,2019/03/31
631,ＪＢＣＣホールディングス,情報・通信業,23597000000,10003000000,13394000000,4452000000,15754000000,33600000000,33600000000,E02729,98890,2019/03/31
632,日伝,卸売業,77499000000,27306000000,25457000000,3827000000,75521000000,104805000000,104805000000,E02745,99020,2019/03/31
633,植松商会,卸売業,,,,,,0,0,E02753,99140,2019/03/20
634,因幡電機産業,卸売業,162999000000,39455000000,74157000000,5697000000,122600000000,202454000000,202454000000,E02761,99340,2019/03/31
635,東テク,卸売業,49214000000,33185000000,37371000000,15824000000,29204000000,82399000000,82399000000,E02769,99600,2019/03/31
636,グローセル,卸売業,29728000000,4276000000,9474000000,1130000000,23400000000,34004000000,34004000000,E02785,99950,2019/03/31
637,佐鳥電機,卸売業,54361000000,9178000000,28597000000,5097000000,29845000000,63539000000,63539000000,E02793,74200,2019/05/31
638,エコートレーディング,卸売業,25076374000,2202032000,18044578000,372607000,8861221000,27278406000,27278406000,E02801,74270,2019/02/28
639,ナガイレーベン,卸売業,35054285000,9226842000,3494220000,1065166000,39721741000,44281127000,44281127000,E02809,74470,2019/08/31
640,ヤギ,卸売業,47479477000,13668764000,20364919000,6890139000,33893183000,61148241000,61148241000,E02825,74600,2019/03/31
641,鳥羽洋行,卸売業,22163924000,5113840000,9898699000,314567000,17064498000,27277764000,27277764000,E02833,74720,2019/03/31
642,サンリン,卸売業,11830000000,12370000000,6441000000,1307000000,16452000000,24200000000,24200000000,E02841,74860,2019/03/31
643,アイナボホールディングス,卸売業,26899608000,9427795000,14795994000,1389526000,20141883000,36327403000,36327403000,E02865,75390,2019/09/30
644,日本ライフライン,卸売業,41665000000,26117000000,14580000000,6709000000,46493000000,67782000000,67782000000,E02881,75750,2019/03/31
645,ＶＴホールディングス,小売業,,,,,,0,0,E02889,75930,2019/03/31
646,エスケイジャパン,卸売業,3333875000,140451000,572013000,64599000,2837714000,3474326000,3474326000,E02897,76080,2019/02/28
647,オーハシテクニカ,卸売業,33158822000,8753377000,10555055000,675630000,30681514000,41912199000,41912199000,E02905,76280,2019/03/31
648,テンポスホールディングス,卸売業,11858000000,3323000000,4269000000,228000000,10684000000,15181000000,15181000000,E02953,27510,2019/04/30
649,トラスト,小売業,15575698000,13709156000,16504546000,3218145000,9562163000,29284854000,29284854000,E02977,33470,2019/03/31
650,松屋,小売業,11646000000,48587000000,22271000000,16293000000,21669000000,60233000000,60233000000,E03017,82370,2019/02/28
651,大和,小売業,5793022000,22434176000,17902067000,6999603000,3325528000,28227198000,28227198000,E03025,82470,2019/02/28
652,平和堂,小売業,56291000000,232684000000,87288000000,46057000000,155630000000,288975000000,288975000000,E03081,82760,2019/02/20
653,シャクリー・グローバル・グループ,卸売業,22485000000,12408000000,7286000000,13162000000,14445000000,34893000000,34893000000,E03105,82050,2019/03/31
654,木曽路,小売業,,,,,,0,0,E03121,81600,2019/03/31
655,ゼビオホールディングス,小売業,118104000000,65950000000,56982000000,8591000000,118481000000,184054000000,184054000000,E03129,82810,2019/03/31
656,しまむら,小売業,224767000000,172657000000,33747000000,4601000000,359076000000,397424000000,397424000000,E03137,82270,2019/02/20
657,グルメ杵屋,小売業,9505894000,25975547000,7336390000,12444657000,15700394000,35481441000,35481441000,E03145,98500,2019/03/31
658,吉野家ホールディングス,小売業,34260000000,78425000000,31255000000,31404000000,50026000000,112685000000,112685000000,E03153,98610,2019/02/28
659,テーオーホールディングス,卸売業,13887932000,13785929000,18011958000,7915566000,1746337000,27673861000,27673861000,E03169,98120,2019/05/31
660,王将フードサービス,小売業,16013000000,47937000000,13440000000,3637000000,46873000000,63950000000,63950000000,E03193,99360,2019/03/31
661,ファーストリテイリング,小売業,,,,,,0,0,E03217,99830,2019/08/31
662,サックスバーホールディングス,小売業,22495587000,19045481000,7699152000,4771286000,29070630000,41541068000,41541068000,E03225,99900,2019/03/31
663,はるやまホールディングス,小売業,30689334000,30361718000,17208758000,7108651000,36733643000,61051052000,61051052000,E03233,74160,2019/03/31
664,三城ホールディングス,小売業,30747000000,12198000000,11069000000,995000000,30881000000,42945000000,42945000000,E03249,74550,2019/03/31
665,コーナン商事,小売業,89227000000,230743000000,76626000000,129046000000,114298000000,319970000000,319970000000,E03273,75160,2019/02/28
666,エステールホールディングス,その他製品,25134000000,8536000000,11433000000,8505000000,13732000000,33670000000,33670000000,E03281,78720,2019/03/31
667,中京医薬品,医薬品,,,,,,0,0,E03289,45580,2019/03/31
668,サイゼリヤ,小売業,56015000000,52955000000,16296000000,7496000000,85178000000,108970000000,108970000000,E03305,75810,2019/08/31
669,マックハウス,小売業,,,,,,0,0,E03313,76030,2019/02/28
670,コロワイド,小売業,,,,,,0,0,E03321,76160,2019/03/31
671,壱番屋,小売業,22976307000,19826761000,5415526000,6882139000,30505403000,42803068000,42803068000,E03329,76300,2019/02/28
672,ローソン,小売業,623998000000,718491000000,598522000000,461985000000,281982000000,1342489000000,1342489000000,E03345,26510,2019/02/28
673,ハードオフコーポレーション,小売業,6980865000,8824539000,1653774000,1021967000,13129663000,15805404000,15805404000,E03361,26740,2019/03/31
674,キャンドゥ,小売業,14101000000,14531000000,12074000000,4313000000,12245000000,28632000000,28632000000,E03377,26980,2019/11/30
675,スタジオアリス,サービス業,16432726000,18342607000,6462096000,3972774000,24340463000,34775333000,34775333000,E03393,23050,2019/02/28
676,東葛ホールディングス,小売業,3497165000,3013893000,2067307000,223945000,4219806000,6511058000,6511058000,E03401,27540,2019/03/31
677,ヴィレッジヴァンガードコーポレーション,小売業,22243000000,3638000000,9510000000,7649000000,8722000000,25881000000,25881000000,E03409,27690,2019/05/31
678,関門海,小売業,2916260000,1229916000,2869623000,208297000,1068256000,4146176000,4146176000,E03457,33720,2019/03/31
679,パシフィックネット,小売業,1290644000,2212253000,1037401000,487372000,1978124000,3502897000,3502897000,E03465,30210,2019/05/31
680,ハブ,小売業,,,,,,0,0,E03473,30300,2019/02/28
681,ビックカメラ,小売業,208936000000,191514000000,173927000000,63181000000,163342000000,400450000000,400450000000,E03481,30480,2019/08/31
682,ＤＣＭホールディングス,小売業,138511000000,277172000000,105476000000,121803000000,188404000000,415683000000,415683000000,E03489,30500,2019/02/28
683,ホリイフードサービス,小売業,,,,,,0,0,E03505,30770,2019/03/31
684,三越伊勢丹ホールディングス,小売業,268251000000,979014000000,372704000000,289007000000,585554000000,1247265000000,1247265000000,E03521,30990,2019/03/31
685,燦キャピタルマネージメント,サービス業,1133866000,1440273000,285581000,164112000,2124446000,2574139000,2574139000,E03745,21340,2019/03/31
686,ウェルス・マネジメント,不動産業,8876764000,2462100000,3641736000,450583000,7246545000,11338864000,11338864000,E03801,37720,2019/03/31
687,スターツコーポレーション,不動産業,107426000000,131474000000,76744000000,67300000000,94856000000,238900000000,238900000000,E03945,88500,2019/03/31
688,フジ住宅,不動産業,107998610000,39466903000,38899432000,70809401000,37756680000,147465513000,147465513000,E03953,88600,2019/03/31
689,リゾートトラスト,サービス業,135754000000,265671000000,70764000000,198611000000,132050000000,401425000000,401425000000,E03969,46810,2019/03/31
690,エスリード,不動産業,62628688000,5035787000,16829364000,8108511000,42726600000,67664475000,67664475000,E03977,88770,2019/03/31
691,ＲＥＶＯＬＵＴＩＯＮ,不動産業,,,,,,0,0,E03993,88940,2019/10/31
692,サンウッド,不動産業,,,,,,0,0,E04001,89030,2019/03/31
693,穴吹興産,不動産業,59726642000,24176275000,28099540000,30838667000,24964710000,83902917000,83902917000,E04025,89280,2019/06/30
694,誠建設工業,不動産業,3418404000,1101398000,616653000,479862000,3423287000,4519802000,4519802000,E04049,89950,2019/03/31
695,セントラル総合開発,不動産業,14433896000,7792872000,9904340000,6575320000,5747108000,22226768000,22226768000,E04065,32380,2019/03/31
696,京浜急行電鉄,陸運業,126731000000,765113000000,221579000000,400425000000,269840000000,891844000000,891844000000,E04089,90060,2019/03/31
697,相鉄ホールディングス,陸運業,81663000000,529891000000,141262000000,319317000000,150975000000,611554000000,611554000000,E04097,90030,2019/03/31
698,京阪ホールディングス,陸運業,180080000000,551669000000,178310000000,314744000000,238695000000,731749000000,731749000000,E04105,90450,2019/03/31
699,北海道中央バス,陸運業,14100723000,27034395000,6463007000,4229078000,30443033000,41135118000,41135118000,E04161,90850,2019/03/31
700,トナミホールディングス,陸運業,45871000000,90887000000,39632000000,27372000000,69754000000,136758000000,136758000000,E04185,90700,2019/03/31
701,遠州トラック,陸運業,7276000000,17795000000,5874000000,5509000000,13688000000,25071000000,25071000000,E04209,90570,2019/03/31
702,大宝運輸,陸運業,,,,,,0,0,E04217,90400,2019/03/20
703,三重交通グループホールディングス,不動産業,37231590000,123539169000,51623486000,60295209000,48852064000,160770759000,160770759000,E04233,32320,2019/03/31
704,ＡＮＡホールディングス,空運業,700230000000,1986392000000,685933000000,891876000000,1108813000000,2686622000000,2686622000000,E04273,92020,2019/03/31
705,日本トランスシティ,倉庫・運輸関連,30629000000,91051000000,26416000000,35640000000,59624000000,121680000000,121680000000,E04289,93100,2019/03/31
706,東洋埠頭,倉庫・運輸関連,6652000000,32217000000,11011000000,7687000000,20171000000,38869000000,38869000000,E04321,93510,2019/03/31
707,東海運,倉庫・運輸関連,12370066000,23386293000,11754889000,8934879000,15066591000,35756359000,35756359000,E04329,93800,2019/03/31
708,鈴与シンワート,倉庫・運輸関連,4324119000,6587144000,3769885000,4843150000,2298228000,10911263000,10911263000,E04337,93600,2019/03/31
709,上組,倉庫・運輸関連,116705000000,279002000000,45349000000,18158000000,332200000000,395707000000,395707000000,E04345,93640,2019/03/31
710,サンリツ,倉庫・運輸関連,5819114000,13558604000,4544749000,6775244000,8057725000,19377718000,19377718000,E04353,93660,2019/03/31
711,エーアイテイー,倉庫・運輸関連,7775146000,463303000,1775748000,507964000,5954737000,8238449000,8238449000,E04369,93810,2019/02/28
712,ＫＤＤＩ,情報・通信業,,,,,,0,0,E04425,94330,2019/03/31
713,日本通信,情報・通信業,1360326000,320429000,989804000,40113000,650838000,1680755000,1680755000,E04473,94240,2019/03/31
714,スカパーＪＳＡＴホールディングス,情報・通信業,165966000000,210136000000,37846000000,114240000000,224016000000,376102000000,376102000000,E04497,94120,2019/03/31
715,四国電力,電気・ガス業,207409000000,1146532000000,233889000000,791051000000,329001000000,1353941000000,1353941000000,E04505,95070,2019/03/31
716,広島ガス,電気・ガス業,26028000000,78907000000,15676000000,38546000000,50713000000,104935000000,104935000000,E04521,95350,2019/03/31
717,広島ガス,電気・ガス業,26028000000,78907000000,15676000000,38546000000,50713000000,104935000000,104935000000,E04521,95350,2019/03/31
718,東映,情報・通信業,96669000000,199623000000,47789000000,34294000000,214209000000,296292000000,296292000000,E04585,96050,2019/03/31
719,オーエス,サービス業,5127989000,25307852000,5088579000,15341644000,10005618000,30435841000,30435841000,E04593,96370,2019/01/31
720,御園座,サービス業,,,,,,0,0,E04609,96640,2019/03/31
721,ＪＡＬＵＸ,卸売業,46398833000,10488167000,29328176000,1507521000,26051303000,56887000000,56887000000,E04761,27290,2019/03/31
722,丸紅建材リース,卸売業,20640000000,11863000000,14853000000,4443000000,13207000000,32503000000,32503000000,E04777,97630,2019/03/31
723,ＮＣＳ＆Ａ,情報・通信業,13999128000,2551749000,4189216000,3777975000,8583686000,16550877000,16550877000,E04841,97090,2019/03/31
724,クレオ,情報・通信業,7192000000,1240000000,2446000000,124000000,5862000000,8432000000,8432000000,E04849,96980,2019/03/31
725,東洋テック,サービス業,15198774000,15669274000,5707112000,4349322000,20811614000,30868048000,30868048000,E04857,96860,2019/03/31
726,日本プロセス,情報・通信業,5784205000,4844660000,1650950000,155550000,8822365000,10628865000,10628865000,E04873,96510,2019/05/31
727,セゾン情報システムズ,情報・通信業,12708183000,7932731000,6822832000,733836000,13084246000,20640914000,20640914000,E04889,96400,2019/03/31
728,アンドール,情報・通信業,1929940000,796797000,477682000,242633000,2006422000,2726737000,2726737000,E04953,46400,2019/03/31
729,日本パレットプール,サービス業,,,,,,0,0,E05001,46900,2019/03/31
730,ＩＤホールディングス,情報・通信業,9298856000,5301809000,5293685000,964752000,8342228000,14600665000,14600665000,E05017,47090,2019/03/31
731,オービック,情報・通信業,131125000000,113784000000,18981000000,7451000000,218477000000,244909000000,244909000000,E05025,46840,2019/03/31
732,エムティーアイ,情報・通信業,18469087000,9010306000,4315064000,1370000000,21794329000,27479393000,27479393000,E05049,94380,2019/09/30
733,ニットー,建設業,3141344000,2710868000,1661990000,854243000,3335979000,5852212000,5852212000,E05065,17380,2019/03/31
734,トスネット,サービス業,5450138000,3012577000,2003312000,831363000,5628040000,8462715000,8462715000,E05073,47540,2019/09/30
