id,company_name,industry,current_asset,fixed_asset,current_liability,fixed_liability,net_asset,total_asset,total_liability,edinet_code,security_code,fiscal_period_end_date
1,ホクト,水産・農林業,22470000000,81136000000,25265000000,26309000000,52032000000,103606000000,103606000000,E00008,13790,2019/03/31
2,三井金属鉱業,非鉄金属,249336000000,273978000000,180969000000,162672000000,179673000000,523314000000,523314000000,E00024,57060,2019/03/31
3,古河機械金属,非鉄金属,87441000000,127926000000,60376000000,74544000000,80447000000,215367000000,215367000000,E00032,57150,2019/03/31
4,大和ハウス工業,建設業,1921043000000,2412993000000,1401849000000,1288470000000,1643717000000,4334036000000,4334036000000,E00048,19250,2019/03/31
5,熊谷組,建設業,287949000000,65686000000,191141000000,27692000000,134802000000,353635000000,353635000000,E00056,18610,2019/03/31
6,松井建設,建設業,45556865000,25217724000,27856761000,4591559000,38326269000,70774589000,70774589000,E00064,18100,2019/03/31
7,東亜建設工業,建設業,152459000000,50055000000,112302000000,21366000000,68846000000,202514000000,202514000000,E00080,18850,2019/03/31
8,東鉄工業,建設業,111570602000,23720801000,49324927000,2247299000,83719177000,135291403000,135291403000,E00112,18350,2019/03/31
9,淺沼組,建設業,84924000000,17075000000,51147000000,13386000000,37466000000,101999000000,101999000000,E00120,18520,2019/03/31
10,日比谷総合設備,建設業,49227000000,33169000000,20163000000,2206000000,60027000000,82396000000,82396000000,E00168,19820,2019/03/31
11,世紀東急工業,建設業,48236000000,22670000000,34921000000,4441000000,31544000000,70906000000,70906000000,E00176,18980,2019/03/31
12,東芝プラントシステム,建設業,252287000000,22003000000,100721000000,16715000000,156854000000,274290000000,274290000000,E00200,19830,2019/03/31
13,丹青社,サービス業,36103955000,8165075000,16072269000,1273981000,26922780000,44269030000,44269030000,E00208,97430,2019/01/31
14,テノックス,建設業,14026845000,2739247000,4600323000,528923000,11636846000,16766092000,16766092000,E00232,19050,2019/03/31
15,土屋ホールディングス,建設業,10145155000,11010141000,7038094000,1724440000,12392762000,21155296000,21155296000,E00240,18400,2019/10/31
16,サイタホールディングス,建設業,4391926000,2820540000,3676620000,649484000,2886362000,7212466000,7212466000,E00248,19990,2019/06/30
17,三井住建道路,建設業,20474000000,6157000000,13446000000,2295000000,10890000000,26631000000,26631000000,E00272,17760,2019/03/31
18,クレアホールディングス,建設業,2165014000,427813000,811665000,1178790000,602372000,2592827000,2592827000,E00288,17570,2019/03/31
19,オーテック,建設業,18929397000,5893152000,9603990000,826539000,14392020000,24822549000,24822549000,E00304,17360,2019/03/31
20,ビーアールホールディングス,建設業,17703157000,5314821000,14608814000,2147249000,6261915000,23017978000,23017978000,E00312,17260,2019/03/31
21,第一カッター興業,建設業,8913984000,4391013000,1807124000,541555000,10956318000,13304997000,13304997000,E00320,17160,2019/06/30
22,秋川牧園,水産・農林業,2064522000,3028465000,1921301000,1475204000,1696482000,5092987000,5092987000,E00344,13800,2019/03/31
23,フジ日本精糖,食料品,10576885000,11585948000,4267380000,1685773000,16209680000,22162833000,22162833000,E00360,21140,2019/03/31
24,名糖産業,食料品,11417000000,60689000000,6047000000,22096000000,43963000000,72106000000,72106000000,E00376,22070,2019/03/31
25,養命酒製造,食料品,,,,,,0,0,E00400,25400,2019/03/31
26,ダイドーグループホールディングス,食料品,90538000000,81690000000,42220000000,36067000000,93941000000,172228000000,172228000000,E00424,25900,2019/01/20
27,群栄化学工業,化学,20044000000,31004000000,6528000000,2774000000,41746000000,51048000000,51048000000,E00448,42290,2019/03/31
28,ユアサ・フナショク,卸売業,27899000000,26412000000,21671000000,1886000000,30754000000,54311000000,54311000000,E00456,80060,2019/03/31
29,キユーピー,食料品,174790000000,269519000000,99006000000,68550000000,276753000000,444309000000,444309000000,E00464,28090,2019/11/30
30,太陽化学,食料品,25724663000,23088417000,9344687000,1170966000,38297427000,48813080000,48813080000,E00472,29020,2019/03/31
31,あじかん,食料品,11945824000,12947357000,10475525000,2001319000,12416337000,24893181000,24893181000,E00480,29070,2019/03/31
32,ジェーシー・コムサ,食料品,,,,,,0,0,E00488,28760,2019/03/31
33,わらべや日洋ホールディングス,食料品,27941000000,56694000000,24487000000,15906000000,44242000000,84635000000,84635000000,E00496,29180,2019/02/28
34,ピックルスコーポレーション,食料品,7573198000,14561458000,7916398000,2313981000,11904277000,22134656000,22134656000,E00512,29250,2019/02/28
35,グンゼ,繊維製品,73030000000,96602000000,36669000000,21894000000,111069000000,169632000000,169632000000,E00520,30020,2019/03/31
36,倉敷紡績,繊維製品,82156000000,94195000000,51423000000,28958000000,95970000000,176351000000,176351000000,E00528,31060,2019/03/31
37,新内外綿,繊維製品,2337297000,2302009000,1002308000,859096000,2777902000,4639306000,4639306000,E00536,31250,2019/03/25
38,日本毛織,繊維製品,82027000000,66679000000,40353000000,15009000000,93344000000,148706000000,148706000000,E00552,32010,2019/11/30
39,プロスペクト,不動産業,17680419000,14074381000,3997090000,11019012000,16738698000,31754800000,31754800000,E00568,35280,2019/03/31
40,エコナックホールディングス,不動産業,673774000,4403948000,295341000,1081946000,3700435000,5077722000,5077722000,E00576,35210,2019/03/31
41,オーベクス,繊維製品,4843473000,3815690000,1402384000,2537449000,4719330000,8659163000,8659163000,E00584,35830,2019/03/31
42,ヤマトインターナショナル,繊維製品,11345550000,12049379000,5025909000,1019277000,17349743000,23394929000,23394929000,E00600,81270,2019/08/31
43,レナウン,繊維製品,30364000000,9348000000,10764000000,7025000000,21923000000,39712000000,39712000000,E00616,36060,2019/02/28
44,ホクシン,その他製品,,,,,,0,0,E00632,78970,2019/03/31
45,ニホンフラッシュ,その他製品,18575425000,7592109000,6258084000,490443000,19419007000,26167534000,26167534000,E00640,78200,2019/03/31
46,古林紙工,パルプ・紙,7733688000,10895439000,7347955000,2036654000,9244518000,18629127000,18629127000,E00664,39440,2019/03/31
47,イムラ封筒,パルプ・紙,8532000000,9504000000,4266000000,467000000,13303000000,18036000000,18036000000,E00688,39550,2019/01/31
48,光村印刷,その他製品,7384645000,20781559000,6140802000,4900344000,17125058000,28166204000,28166204000,E00696,79160,2019/03/31
49,三光産業,その他製品,7362935000,3720922000,2439732000,304703000,8339422000,11083857000,11083857000,E00712,79220,2019/03/31
50,竹田印刷,その他製品,15898000000,15212000000,10641000000,5446000000,15023000000,31110000000,31110000000,E00720,78750,2019/03/31
51,ＳＥホールディングス・アンド・インキュベーションズ,情報・通信業,6171000000,2318000000,2682000000,1201000000,4606000000,8489000000,8489000000,E00728,94780,2019/03/31
52,サイネックス,サービス業,5565630000,5611742000,2795885000,1291011000,7090476000,11177372000,11177372000,E00744,23760,2019/03/31
53,住友化学,化学,,,,,,0,0,E00752,40050,2019/03/31
54,ラサ工業,化学,18019000000,20599000000,13649000000,10222000000,14747000000,38618000000,38618000000,E00760,40220,2019/03/31
55,トクヤマ,化学,202936000000,176693000000,93248000000,122856000000,163525000000,379629000000,379629000000,E00768,40430,2019/03/31
56,信越化学工業,化学,1750469000000,1288248000000,391854000000,114306000000,2532557000000,3038717000000,3038717000000,E00776,40630,2019/03/31
57,日本化学工業,化学,30794000000,34703000000,18925000000,11073000000,35499000000,65497000000,65497000000,E00784,40920,2019/03/31
58,エア・ウォーター,化学,305323000000,477723000000,262516000000,211832000000,308698000000,783046000000,783046000000,E00792,40880,2019/03/31
59,三菱ケミカルホールディングス,化学,,,,,,0,0,E00808,41880,2019/03/31
60,協和キリン,医薬品,,,,,,0,0,E00816,41510,2019/12/31
61,アイカ工業,化学,129888000000,61136000000,48254000000,6655000000,136115000000,191024000000,191024000000,E00824,42060,2019/03/31
62,藤倉化成,化学,31417132000,20522883000,12837845000,2943694000,36158476000,51940015000,51940015000,E00832,46200,2019/03/31
63,三井化学,化学,786677000000,714397000000,458758000000,410577000000,631739000000,1501074000000,1501074000000,E00840,41830,2019/03/31
64,有機合成薬品工業,医薬品,,,,,,0,0,E00848,45310,2019/03/31
65,帝人,繊維製品,523854000000,496800000000,300205000000,293237000000,427212000000,1020654000000,1020654000000,E00872,34010,2019/03/31
66,日油,化学,127168000000,117364000000,42108000000,24139000000,178285000000,244532000000,244532000000,E00880,44030,2019/03/31
67,松本油脂製薬,化学,49689000000,13380000000,9078000000,1124000000,52867000000,63069000000,63069000000,E00888,43650,2019/03/31
68,川上塗料,化学,5336998000,2514014000,3598558000,1799870000,2452584000,7851012000,7851012000,E00896,46160,2019/11/30
69,東京インキ,化学,27077000000,18745000000,17305000000,5224000000,23293000000,45822000000,45822000000,E00904,46350,2019/03/31
70,菊水化学工業,その他製品,11240936000,6986147000,6427368000,2483132000,9316583000,18227083000,18227083000,E00912,79530,2019/03/31
71,アステラス製薬,医薬品,,,,,,0,0,E00920,45030,2019/03/31
72,わかもと製薬,医薬品,,,,,,0,0,E00928,45120,2019/03/31
73,久光製薬,医薬品,193569000000,103942000000,30354000000,18996000000,248161000000,297511000000,297511000000,E00944,45300,2019/02/28
74,理研ビタミン,食料品,59018000000,52373000000,28827000000,20940000000,61624000000,111391000000,111391000000,E00952,45260,2019/03/31
75,ビオフェルミン製薬,医薬品,,,,,,0,0,E00960,45170,2019/03/31
76,沢井製薬,医薬品,,,,,,0,0,E00976,45550,2019/03/31
77,第一三共,医薬品,,,,,,0,0,E00984,45680,2019/03/31
78,ニチバン,化学,32430000000,27899000000,17462000000,6386000000,36481000000,60329000000,60329000000,E01000,42180,2019/03/31
79,積水樹脂,化学,78290000000,51060000000,25648000000,3941000000,99761000000,129350000000,129350000000,E01008,42120,2019/03/31
80,タイガースポリマー,化学,25016931000,18662629000,9724920000,2423694000,31530946000,43679560000,43679560000,E01024,42310,2019/03/31
81,ムトー精工,化学,14894385000,8068545000,7562652000,3508324000,11891954000,22962930000,22962930000,E01032,79270,2019/03/31
82,日本色材工業研究所,化学,5445038000,6664314000,5091704000,3256269000,3761379000,12109352000,12109352000,E01040,49200,2019/02/28
83,荒川化学工業,化学,56956000000,35201000000,24853000000,10994000000,56310000000,92157000000,92157000000,E01048,49680,2019/03/31
84,扶桑化学工業,化学,30668365000,33788832000,7298826000,1815996000,55342375000,64457197000,64457197000,E01056,43680,2019/03/31
85,ＡＦＣ－ＨＤアムスライフサイエンス,食料品,9629550000,8697530000,6896200000,1321033000,10109847000,18327080000,18327080000,E01064,29270,2019/08/31
86,ユシロ化学工業,石油・石炭製品,19279000000,29678000000,9519000000,7646000000,31792000000,48957000000,48957000000,E01080,50130,2019/03/31
87,昭和ホールディングス,ゴム製品,42512778000,11424338000,18793913000,16112901000,19030302000,53937116000,53937116000,E01088,51030,2019/03/31
88,アキレス,化学,45409000000,29482000000,24676000000,8451000000,41764000000,74891000000,74891000000,E01096,51420,2019/03/31
89,西川ゴム工業,ゴム製品,54855000000,55736000000,25379000000,16918000000,68294000000,110591000000,110591000000,E01112,51610,2019/03/31
90,ニッピ,その他製品,23027000000,44876000000,23204000000,16798000000,27901000000,67903000000,67903000000,E01120,79320,2019/03/31
91,日本特殊陶業,ガラス・土石製品,311103000000,317866000000,122224000000,105062000000,401683000000,628969000000,628969000000,E01136,53340,2019/03/31
92,有沢製作所,化学,35577813000,37518286000,16172921000,3461049000,53462129000,73096099000,73096099000,E01152,52080,2019/03/31
93,アサヒ衛陶,ガラス・土石製品,1153297000,466607000,731960000,344721000,543223000,1619904000,1619904000,E01176,53410,2019/11/30
94,日本興業,ガラス・土石製品,7561032000,7117440000,6991761000,1230987000,6455724000,14678472000,14678472000,E01200,52790,2019/03/31
95,高見澤,卸売業,18662000000,15358000000,15233000000,8927000000,9860000000,34020000000,34020000000,E01208,52830,2019/06/30
96,イトーヨーギョー,ガラス・土石製品,,,,,,0,0,E01216,52870,2019/03/31
97,日本製鋼所,機械,215080000000,90391000000,112469000000,63174000000,129828000000,305471000000,305471000000,E01232,56310,2019/03/31
98,日本高周波鋼業,鉄鋼,22338000000,25677000000,20112000000,7214000000,20689000000,48015000000,48015000000,E01240,54760,2019/03/31
99,ジェイ　エフ　イー　ホールディングス,鉄鋼,,,,,,0,0,E01264,54110,2019/03/31
100,日本精線,鉄鋼,26247000000,15979000000,7370000000,4388000000,30468000000,42226000000,42226000000,E01280,56590,2019/03/31
101,サンユウ,鉄鋼,12580628000,6049427000,8436662000,1369413000,8823980000,18630055000,18630055000,E01296,56970,2019/03/31
102,アルメタックス,金属製品,,,,,,0,0,E01320,59280,2019/03/31
103,昭和電線ホールディングス,非鉄金属,74138000000,50027000000,69755000000,18781000000,35629000000,124165000000,124165000000,E01336,58050,2019/03/31
104,平河ヒューテック,非鉄金属,20497000000,12769000000,4678000000,3690000000,24898000000,33266000000,33266000000,E01352,58210,2019/03/31
105,アマテイ,金属製品,3376660000,1972190000,2749381000,1365698000,1233771000,5348850000,5348850000,E01368,59520,2019/03/31
106,東洋刄物,金属製品,5177000000,2195000000,3292000000,1704000000,2376000000,7372000000,7372000000,E01376,59640,2019/03/31
107,高周波熱錬,金属製品,37391000000,43259000000,12822000000,3229000000,64599000000,80650000000,80650000000,E01400,59760,2019/03/31
108,日本製罐,金属製品,5902615000,7947763000,4892157000,3517281000,5440940000,13850378000,13850378000,E01408,59050,2019/03/31
109,カネソウ,金属製品,,,,,,0,0,E01448,59790,2019/03/31
110,ニチダイ,機械,10107094000,7076107000,4519977000,625633000,12037591000,17183201000,17183201000,E01456,64670,2019/03/31
111,特殊電極,金属製品,6833604000,1977407000,3240407000,732815000,4837789000,8811011000,8811011000,E01464,34370,2019/03/31
112,ツガミ,機械,,,,,,0,0,E01480,61010,2019/03/31
113,ダイジェット工業,機械,8484386000,8679510000,4714748000,4950836000,7498312000,17163896000,17163896000,E01488,61380,2019/03/31
114,牧野フライス製作所,機械,171665000000,97855000000,74309000000,34265000000,160946000000,269520000000,269520000000,E01496,61350,2019/03/31
115,東洋機械金属,機械,21030000000,8050000000,9227000000,2814000000,17039000000,29080000000,29080000000,E01528,62100,2019/03/31
116,三菱化工機,機械,29681000000,16536000000,14068000000,9822000000,22327000000,46217000000,46217000000,E01536,63310,2019/03/31
117,電業社機械製作所,機械,20418204000,6333245000,7950512000,175923000,18625014000,26751449000,26751449000,E01544,63650,2019/03/31
118,丸山製作所,機械,21185000000,11709000000,11399000000,5999000000,15496000000,32894000000,32894000000,E01568,63160,2019/09/30
119,北川鉄工所,機械,37962000000,35490000000,24984000000,10839000000,37629000000,73452000000,73452000000,E01584,63170,2019/03/31
120,日本精工,機械,,,,,,0,0,E01600,64710,2019/03/31
121,宮入バルブ製作所,機械,,,,,,0,0,E01624,64950,2019/03/31
122,三精テクノロジーズ,機械,37807027000,31381034000,19707928000,18998494000,30481639000,69188061000,69188061000,E01632,63570,2019/03/31
123,ＮＦＫホールディングス,機械,2885161000,1176336000,887695000,376901000,2796901000,4061497000,4061497000,E01648,64940,2019/03/31
124,前澤工業,機械,22560000000,9886000000,11564000000,3153000000,17729000000,32446000000,32446000000,E01672,64890,2019/05/31
125,昭和鉄工,金属製品,9080000000,6076000000,7196000000,3197000000,4763000000,15156000000,15156000000,E01688,59530,2019/03/31
126,オカダアイヨン,機械,14444563000,6170255000,9527807000,799278000,10287733000,20614818000,20614818000,E01696,62940,2019/03/31
127,サンセイ,機械,3148957000,3222072000,2549915000,552336000,3268778000,6371029000,6371029000,E01704,63070,2019/03/31
128,ハーモニック・ドライブ・システムズ,機械,44885646000,93110049000,15944541000,13650183000,108400971000,137995695000,137995695000,E01712,63240,2019/03/31
129,明電舎,電気機器,153731000000,111854000000,104779000000,76308000000,84498000000,265585000000,265585000000,E01744,65080,2019/03/31
130,大崎電気工業,電気機器,57923000000,40391000000,33260000000,6172000000,58882000000,98314000000,98314000000,E01752,66440,2019/03/31
131,岩崎通信機,電気機器,18569000000,10840000000,3861000000,5871000000,19677000000,29409000000,29409000000,E01768,67040,2019/03/31
132,明星電気,電気機器,6440778000,3919544000,2622775000,2115590000,5621957000,10360322000,10360322000,E01792,67090,2019/03/31
133,ヨコオ,電気機器,28327801000,14453319000,14121860000,4172757000,24486503000,42781120000,42781120000,E01808,68000,2019/03/31
134,大同信号,電気機器,25306473000,18260232000,13774676000,5226323000,24565706000,43566705000,43566705000,E01816,67430,2019/03/31
135,太陽誘電,電気機器,185858000000,143003000000,81997000000,40910000000,205954000000,328861000000,328861000000,E01824,69760,2019/03/31
136,日本アンテナ,電気機器,18898000000,5109000000,3708000000,906000000,19393000000,24007000000,24007000000,E01848,69300,2019/03/31
137,コーセル,電気機器,21065408000,23230202000,3411218000,766419000,40117973000,44295610000,44295610000,E01856,69050,2019/05/20
138,多摩川ホールディングス,電気機器,5627664000,3916660000,2195928000,4008218000,3340178000,9544324000,9544324000,E01864,68380,2019/03/31
139,スタンレー電気,電気機器,263410000000,246154000000,86881000000,13725000000,408958000000,509564000000,509564000000,E01880,69230,2019/03/31
140,日東電工,化学,,,,,,0,0,E01888,69880,2019/03/31
141,ＦＤＫ,電気機器,37085000000,17059000000,37875000000,5989000000,10280000000,54144000000,54144000000,E01896,69550,2019/03/31
142,ニチコン,電気機器,75626000000,64143000000,39378000000,19077000000,81314000000,139769000000,139769000000,E01904,69960,2019/03/31
143,森尾電機,電気機器,6000821000,3687455000,4145667000,1484204000,4058405000,9688276000,9688276000,E01912,66470,2019/03/31
144,マキタ,機械,,,,,,0,0,E01920,65860,2019/03/31
145,岡谷電機産業,電気機器,9561462000,4918411000,3215078000,3066637000,8198158000,14479873000,14479873000,E01928,69260,2019/03/31
146,大真空,電気機器,34431883000,23999238000,15680938000,12183610000,30566573000,58431121000,58431121000,E01952,69620,2019/03/31
147,芝浦電子,電気機器,22512884000,12163146000,9024231000,2973557000,22678242000,34676030000,34676030000,E01960,69570,2019/03/31
148,日本アビオニクス,電気機器,18974000000,7517000000,9600000000,7862000000,9029000000,26491000000,26491000000,E01968,69460,2019/03/31
149,星和電機,電気機器,16428316000,7392710000,10559020000,2829195000,10432811000,23821026000,23821026000,E01984,67480,2019/03/31
150,ケル,電気機器,8470648000,6312131000,2723752000,471785000,11587242000,14782779000,14782779000,E01992,69190,2019/03/31
151,桂川電機,機械,6298485000,2944127000,1983149000,496687000,6762776000,9242612000,9242612000,E02000,64160,2019/03/31
152,ワイエイシイホールディングス,機械,32863000000,8781000000,17547000000,8835000000,15262000000,41644000000,41644000000,E02008,62980,2019/03/31
153,トミタ電機,電気機器,2256871000,2096187000,197337000,733238000,3422483000,4353058000,4353058000,E02016,68980,2019/01/31
154,フェローテックホールディングス,電気機器,77271378000,85827024000,60180206000,53069810000,49848386000,163098402000,163098402000,E02024,68900,2019/03/31
155,ＯＢＡＲＡ　ＧＲＯＵＰ,電気機器,55794000000,17286000000,19046000000,3928000000,50106000000,73080000000,73080000000,E02040,68770,2019/09/30
156,京写,電気機器,11185000000,4373000000,6787000000,1884000000,6887000000,15558000000,15558000000,E02048,68370,2019/03/31
157,メイコー,電気機器,56021000000,64634000000,47932000000,39135000000,33588000000,120655000000,120655000000,E02056,67870,2019/03/31
158,ニューテック,電気機器,2683625000,157381000,1230450000,188291000,1422265000,2841006000,2841006000,E02072,67340,2019/02/28
159,アビックス,その他製品,1213812000,205845000,383207000,468233000,568217000,1419657000,1419657000,E02096,78360,2019/03/31
160,ＩＨＩ,機械,987864000000,676665000000,823109000000,459728000000,381692000000,1664529000000,1664529000000,E02128,70130,2019/03/31
161,三菱ロジスネクスト,輸送用機器,195059000000,172602000000,153495000000,145663000000,68503000000,367661000000,367661000000,E02136,71050,2019/03/31
162,トヨタ自動車,輸送用機器,,,,,,0,0,E02144,72030,2019/03/31
163,ＳＵＢＡＲＵ,輸送用機器,1826219000000,1156506000000,1012171000000,357729000000,1612825000000,2982725000000,2982725000000,E02152,72700,2019/03/31
164,ＮＯＫ,輸送用機器,327828000000,457304000000,181061000000,118572000000,485499000000,785132000000,785132000000,E02176,72400,2019/03/31
165,ショーワ,輸送用機器,,,,,,0,0,E02184,72740,2019/03/31
166,日本プラスト,輸送用機器,40584000000,35783000000,32810000000,9955000000,33602000000,76367000000,76367000000,E02216,72910,2019/03/31
167,八千代工業,輸送用機器,,,,,,0,0,E02224,72980,2019/03/31
168,エイケン工業,輸送用機器,,,,,,0,0,E02232,72650,2019/10/31
169,カネミツ,輸送用機器,5741718000,7315008000,2783851000,820066000,9452809000,13056726000,13056726000,E02248,72080,2019/03/31
170,オリンパス,精密機器,,,,,,0,0,E02272,77330,2019/03/31
171,セイコーホールディングス,精密機器,138989000000,164047000000,132972000000,59647000000,110417000000,303036000000,303036000000,E02280,80500,2019/03/31
172,ＳＣＲＥＥＮホールディングス,電気機器,263264000000,117650000000,160852000000,40929000000,179133000000,380914000000,380914000000,E02288,77350,2019/03/31
173,フクダ電子,電気機器,99406000000,61533000000,35448000000,6309000000,119182000000,160939000000,160939000000,E02304,69600,2019/03/31
174,ジーエルサイエンス,精密機器,19693904000,12386102000,6688144000,1902220000,23489642000,32080006000,32080006000,E02320,77050,2019/03/31
175,ローツェ,機械,34699104000,12794205000,15134833000,8417003000,23941473000,47493309000,47493309000,E02328,63230,2019/02/28
176,インターアクション,精密機器,8911516000,1477452000,2360014000,721986000,7306968000,10388968000,10388968000,E02336,77250,2019/05/31
177,エー・アンド・デイ,精密機器,37141000000,13840000000,26794000000,6096000000,18091000000,50981000000,50981000000,E02344,77450,2019/03/31
178,ＩＭＶ,精密機器,8883079000,6317622000,6684231000,2012958000,6503512000,15200701000,15200701000,E02352,77600,2019/09/30
179,ミロク,その他製品,9122124000,8233677000,2384346000,1457428000,13514027000,17355801000,17355801000,E02376,79830,2019/10/31
180,小松ウオール工業,その他製品,,,,,,0,0,E02408,79490,2019/03/31
181,マースグループホールディングス,機械,36589930000,22630359000,5474718000,2540721000,51204850000,59220289000,59220289000,E02424,64190,2019/03/31
182,シンポ,金属製品,4073074000,1673313000,957999000,255505000,4532883000,5746387000,5746387000,E02448,59030,2019/06/30
183,グラファイトデザイン,その他製品,,,,,,0,0,E02464,78470,2019/02/28
184,フランスベッドホールディングス,その他製品,34946000000,28235000000,16915000000,8132000000,38134000000,63181000000,63181000000,E02472,78400,2019/03/31
185,ＩＧポート,情報・通信業,7573206000,2322662000,4448366000,411349000,5036153000,9895868000,9895868000,E02480,37910,2019/05/31
186,藤商事,機械,34473000000,19084000000,6095000000,1732000000,45730000000,53557000000,53557000000,E02488,62570,2019/03/31
187,西華産業,卸売業,68878000000,16863000000,51500000000,5175000000,29066000000,85741000000,85741000000,E02512,80610,2019/03/31
188,住友商事,卸売業,,,,,,0,0,E02528,80530,2019/03/31
189,日産東京販売ホールディングス,小売業,33193000000,55321000000,26246000000,20849000000,41419000000,88514000000,88514000000,E02544,82910,2019/03/31
190,長瀬産業,卸売業,365827000000,201518000000,201866000000,52870000000,312609000000,567345000000,567345000000,E02552,80120,2019/03/31
191,山善,卸売業,215144000000,30451000000,144462000000,8019000000,93114000000,245595000000,245595000000,E02560,80510,2019/03/31
192,横浜冷凍,卸売業,58195000000,121052000000,34389000000,64277000000,80581000000,179247000000,179247000000,E02576,28740,2019/09/30
193,すてきナイスグループ,卸売業,107214000000,70911000000,87378000000,47371000000,43376000000,178125000000,178125000000,E02584,80890,2019/03/31
194,東邦ホールディングス,卸売業,479427000000,184299000000,400265000000,49612000000,213849000000,663726000000,663726000000,E02608,81290,2019/03/31
195,丸藤シートパイル,卸売業,34853000000,10570000000,18076000000,466000000,26881000000,45423000000,45423000000,E02616,80460,2019/03/31
196,メディパルホールディングス,卸売業,1135402000000,482508000000,932617000000,92445000000,592848000000,1617910000000,1617910000000,E02632,74590,2019/03/31
197,日鉄物産,卸売業,815385000000,144788000000,563727000000,147089000000,249357000000,960173000000,960173000000,E02640,98100,2019/03/31
198,サンワテクノス,卸売業,64209000000,9905000000,37199000000,4970000000,31945000000,74114000000,74114000000,E02656,81370,2019/03/31
199,新光商事,卸売業,69404000000,5890000000,19177000000,4664000000,51453000000,75294000000,75294000000,E02664,81410,2019/03/31
200,東陽テクニカ,卸売業,14193098000,20364731000,3932614000,718116000,29907099000,34557829000,34557829000,E02672,81510,2019/09/30
201,ニプロ,精密機器,442953000000,402867000000,274277000000,399712000000,171831000000,845820000000,845820000000,E02688,80860,2019/03/31
202,テクノアソシエ,卸売業,49711000000,15271000000,16541000000,677000000,47764000000,64982000000,64982000000,E02696,82490,2019/03/31
203,ＣＢグループマネジメント,卸売業,35472000000,13803000000,27510000000,2770000000,18995000000,49275000000,49275000000,E02712,98520,2019/03/31
204,ＵＥＸ,卸売業,25874208000,9364505000,20744244000,2419274000,12075195000,35238713000,35238713000,E02728,98880,2019/03/31
205,日邦産業,卸売業,15365000000,13922000000,12248000000,7437000000,9602000000,29287000000,29287000000,E02752,99130,2019/03/31
206,杉本商事,卸売業,25306553000,11737740000,5214847000,703786000,31125660000,37044293000,37044293000,E02760,99320,2019/03/31
207,タキヒヨー,卸売業,20864000000,26922000000,9576000000,4753000000,33457000000,47786000000,47786000000,E02776,99820,2019/02/28
208,南陽,卸売業,22898000000,10582000000,15008000000,1045000000,17427000000,33480000000,33480000000,E02792,74170,2019/03/31
209,第一興商,卸売業,74482000000,114332000000,33111000000,23066000000,132637000000,188814000000,188814000000,E02824,74580,2019/03/31
210,アルビス,小売業,10359131000,33949422000,11246949000,4996600000,28065004000,44308553000,44308553000,E02832,74750,2019/03/31
211,ドウシシャ,卸売業,67698000000,22482000000,17378000000,2396000000,70406000000,90180000000,90180000000,E02840,74830,2019/03/31
212,ティムコ,卸売業,,,,,,0,0,E02848,75010,2019/11/30
213,リックス,卸売業,23485939000,6800410000,13547601000,1350936000,15387812000,30286349000,30286349000,E02856,75250,2019/03/31
214,丸文,卸売業,113985000000,14177000000,75623000000,2813000000,49726000000,128162000000,128162000000,E02864,75370,2019/03/31
215,タカショー,卸売業,12252020000,6609786000,9720647000,559440000,8581719000,18861806000,18861806000,E02888,75900,2019/01/20
216,進和,卸売業,44467679000,8382195000,24460528000,1146075000,27243271000,52849874000,52849874000,E02896,76070,2019/08/31
217,音通,小売業,4324721000,6128240000,2872591000,4217262000,3363108000,10452961000,10452961000,E02912,76470,2019/03/31
218,アトムリビンテック,金属製品,,,,,,0,0,E02920,34260,2019/06/30
219,カワニシホールディングス,卸売業,27731345000,6040952000,25065067000,1936079000,6771151000,33772297000,33772297000,E02928,26890,2019/06/30
220,石光商事,卸売業,15568242000,6353938000,9662733000,3659857000,8599590000,21922180000,21922180000,E02952,27500,2019/03/31
221,新都ホールディングス,卸売業,914726000,20322000,710728000,5755000,218565000,935048000,935048000,E02960,27760,2019/01/31
222,ミタチ産業,卸売業,14440804000,1734551000,6888661000,134641000,9152053000,16175355000,16175355000,E02968,33210,2019/05/31
223,明治電機工業,卸売業,37631140000,5308959000,21310103000,81665000,21548331000,42940099000,42940099000,E02992,33880,2019/03/31
224,カワサキ,卸売業,610032000,6039932000,1408150000,1137471000,4104343000,6649964000,6649964000,E03000,30450,2019/08/31
225,山陽百貨店,小売業,4263279000,9716052000,7635498000,4227864000,2115969000,13979331000,13979331000,E03024,82570,2019/02/28
226,井筒屋,小売業,12373000000,42216000000,31425000000,15521000000,7643000000,54589000000,54589000000,E03032,82600,2019/02/28
227,丸井グループ,小売業,640379000000,249817000000,196376000000,409067000000,284753000000,890196000000,890196000000,E03040,82520,2019/03/31
228,いなげや,小売業,33049000000,62365000000,31050000000,12318000000,52046000000,95414000000,95414000000,E03064,81820,2019/03/31
229,ヤマナカ,小売業,8572000000,28103000000,11302000000,9974000000,15399000000,36675000000,36675000000,E03072,81900,2019/03/20
230,ケーヨー,小売業,,,,,,0,0,E03096,81680,2019/02/28
231,コメリ,小売業,137806000000,188629000000,96462000000,56004000000,173969000000,326435000000,326435000000,E03120,82180,2019/03/31
232,ケーズホールディングス,小売業,190822000000,219333000000,109224000000,45149000000,255782000000,410155000000,410155000000,E03128,82820,2019/03/31
